date_time,invoice_id,branch,city,customer_type,gender,product_line,payment,branch_location,total,gross_income,rating
2019-02-10 15:10:00,162-48-8011,A,Yangon,Member,Female,Food and beverages,Cash,A - Yangon,234.0975,11.1475,8.5
2019-03-22 14:42:00,616-24-2851,B,Mandalay,Member,Female,Fashion accessories,Ewallet,B - Mandalay,75.054,3.574,6.5
2019-01-25 15:46:00,778-71-5554,C,Naypyitaw,Member,Male,Fashion accessories,Credit card,C - Naypyitaw,16.2015,0.7715,6.1
2019-03-07 11:49:00,242-55-6721,B,Mandalay,Normal,Male,Home and lifestyle,Ewallet,B - Mandalay,33.936,1.6159999999999999,6.5
2019-02-28 19:01:00,399-46-5918,C,Naypyitaw,Normal,Female,Electronic accessories,Cash,C - Naypyitaw,722.232,34.391999999999996,8.2
2019-03-27 11:26:00,106-35-6779,A,Yangon,Member,Male,Home and lifestyle,Cash,A - Yangon,93.11399999999999,4.434,5.8
2019-02-07 11:28:00,635-40-6220,A,Yangon,Normal,Male,Health and beauty,Ewallet,A - Yangon,752.64,35.84,6.6
2019-01-20 15:55:00,817-48-8732,A,Yangon,Member,Female,Home and lifestyle,Cash,A - Yangon,759.675,36.175,5.4
2019-03-12 20:36:00,120-06-4233,C,Naypyitaw,Normal,Male,Electronic accessories,Cash,C - Naypyitaw,192.843,9.183,9.3
2019-02-15 17:47:00,285-68-5083,C,Naypyitaw,Member,Female,Sports and travel,Credit card,C - Naypyitaw,77.931,3.7110000000000003,10.0
2019-02-24 10:55:00,803-83-5989,C,Naypyitaw,Normal,Male,Home and lifestyle,Ewallet,C - Naypyitaw,351.099,16.719,7.0
2019-02-03 13:40:00,347-34-2234,B,Mandalay,Member,Female,Sports and travel,Ewallet,B - Mandalay,520.4115,24.7815,10.0
2019-03-06 12:27:00,199-75-8169,A,Yangon,Member,Male,Sports and travel,Credit card,A - Yangon,166.005,7.905,8.6
2019-02-14 14:35:00,853-23-2453,B,Mandalay,Member,Male,Health and beauty,Cash,B - Mandalay,318.108,15.148,7.6
2019-03-13 16:40:00,877-22-3308,A,Yangon,Member,Male,Health and beauty,Cash,A - Yangon,166.635,7.935,5.8
2019-02-10 15:43:00,838-78-4295,C,Naypyitaw,Normal,Female,Health and beauty,Ewallet,C - Naypyitaw,70.28699999999999,3.347,6.7
2019-01-07 15:01:00,109-28-2512,B,Mandalay,Member,Female,Fashion accessories,Ewallet,B - Mandalay,614.943,29.283,9.9
2019-01-24 10:04:00,232-11-3025,A,Yangon,Normal,Male,Sports and travel,Cash,A - Yangon,827.085,39.385,6.4
2019-02-02 18:50:00,382-03-4532,A,Yangon,Member,Female,Health and beauty,Cash,A - Yangon,19.2465,0.9165,4.3
2019-01-06 12:46:00,393-65-2792,C,Naypyitaw,Normal,Male,Food and beverages,Credit card,C - Naypyitaw,939.54,44.74,9.6
2019-02-11 16:19:00,796-12-2025,C,Naypyitaw,Normal,Male,Fashion accessories,Cash,C - Naypyitaw,652.26,31.06,5.9
2019-03-05 18:17:00,510-95-6347,B,Mandalay,Member,Female,Food and beverages,Ewallet,B - Mandalay,152.838,7.278,4.0
2019-03-09 18:21:00,841-35-6630,C,Naypyitaw,Normal,Female,Electronic accessories,Cash,C - Naypyitaw,478.233,22.773000000000003,8.7
2019-01-22 10:55:00,287-21-9091,A,Yangon,Normal,Male,Home and lifestyle,Ewallet,A - Yangon,705.6315,33.6015,9.4
2019-01-13 17:04:00,732-94-0499,C,Naypyitaw,Normal,Female,Electronic accessories,Credit card,C - Naypyitaw,437.325,20.825,5.4
2019-01-09 14:20:00,263-10-3913,C,Naypyitaw,Member,Male,Fashion accessories,Credit card,C - Naypyitaw,463.42800000000005,22.068,8.6
2019-01-12 15:48:00,381-20-0914,A,Yangon,Member,Female,Fashion accessories,Credit card,A - Yangon,189.0945,9.0045,5.7
2019-03-05 16:24:00,829-49-1914,C,Naypyitaw,Member,Female,Food and beverages,Ewallet,C - Naypyitaw,822.255,39.155,6.6
2019-01-22 18:56:00,756-01-7507,C,Naypyitaw,Normal,Female,Health and beauty,Cash,C - Naypyitaw,106.995,5.095,6.0
2019-01-21 14:42:00,870-72-4431,C,Naypyitaw,Normal,Female,Health and beauty,Credit card,C - Naypyitaw,624.8969999999999,29.756999999999998,5.5
2019-01-26 19:56:00,847-38-7188,B,Mandalay,Normal,Female,Food and beverages,Ewallet,B - Mandalay,304.54200000000003,14.502,6.4
2019-01-23 18:37:00,480-63-2856,C,Naypyitaw,Normal,Male,Food and beverages,Ewallet,C - Naypyitaw,161.7,7.7,6.6
2019-02-23 18:45:00,787-56-0757,C,Naypyitaw,Member,Female,Food and beverages,Credit card,C - Naypyitaw,337.51199999999994,16.072,8.3
2019-03-09 10:17:00,360-39-5055,C,Naypyitaw,Member,Male,Sports and travel,Cash,C - Naypyitaw,256.7775,12.2275,6.6
2019-03-05 14:31:00,730-50-9884,C,Naypyitaw,Normal,Female,Sports and travel,Ewallet,C - Naypyitaw,610.491,29.070999999999998,4.0
2019-03-25 10:23:00,362-58-8315,C,Naypyitaw,Normal,Male,Fashion accessories,Cash,C - Naypyitaw,401.73,19.13,9.9
2019-03-27 20:35:00,633-44-8566,A,Yangon,Member,Male,Food and beverages,Credit card,A - Yangon,362.94300000000004,17.283,7.3
2019-01-02 16:57:00,504-35-8843,A,Yangon,Normal,Male,Sports and travel,Cash,A - Yangon,44.5935,2.1235,5.7
2019-02-27 17:55:00,318-68-5053,B,Mandalay,Normal,Female,Health and beauty,Cash,B - Mandalay,485.037,23.096999999999998,6.1
2019-01-23 10:25:00,565-80-5980,C,Naypyitaw,Member,Female,Home and lifestyle,Cash,C - Naypyitaw,198.99599999999998,9.476,7.1
2019-01-26 19:54:00,225-32-0908,C,Naypyitaw,Normal,Female,Sports and travel,Ewallet,C - Naypyitaw,471.03,22.43,8.2
2019-01-10 16:42:00,873-51-0671,A,Yangon,Member,Female,Sports and travel,Ewallet,A - Yangon,161.553,7.693,5.1
2019-03-12 12:09:00,152-08-9985,B,Mandalay,Member,Male,Health and beauty,Credit card,B - Mandalay,608.202,28.962,8.6
2019-02-06 20:05:00,512-91-0811,C,Naypyitaw,Normal,Male,Health and beauty,Credit card,C - Naypyitaw,94.2375,4.4875,6.6
2019-03-08 20:38:00,594-34-4444,A,Yangon,Normal,Male,Electronic accessories,Ewallet,A - Yangon,102.01799999999999,4.8580000000000005,7.2
2019-03-29 10:25:00,766-85-7061,B,Mandalay,Normal,Male,Health and beauty,Ewallet,B - Mandalay,922.635,43.935,5.1
2019-02-09 13:11:00,871-39-9221,C,Naypyitaw,Normal,Female,Electronic accessories,Cash,C - Naypyitaw,78.435,3.735,4.1
2019-03-23 10:16:00,865-92-6136,A,Yangon,Normal,Male,Food and beverages,Ewallet,A - Yangon,166.1625,7.9125,9.3
2019-03-05 18:14:00,733-01-9107,B,Mandalay,Normal,Male,Home and lifestyle,Cash,B - Mandalay,521.01,24.81,7.4
2019-03-26 19:20:00,163-56-7055,C,Naypyitaw,Member,Male,Fashion accessories,Cash,C - Naypyitaw,51.1455,2.4355,4.1
2019-03-01 13:22:00,189-98-2939,C,Naypyitaw,Normal,Male,Fashion accessories,Cash,C - Naypyitaw,742.2975,35.3475,7.2
2019-02-01 11:27:00,551-21-3069,C,Naypyitaw,Normal,Female,Electronic accessories,Cash,C - Naypyitaw,218.0115,10.3815,4.9
2019-03-28 16:44:00,212-62-1842,A,Yangon,Normal,Male,Food and beverages,Cash,A - Yangon,367.038,17.477999999999998,9.9
2019-03-19 18:19:00,716-39-1409,B,Mandalay,Normal,Male,Health and beauty,Cash,B - Mandalay,223.0725,10.6225,8.0
2019-01-12 14:50:00,704-48-3927,A,Yangon,Member,Male,Electronic accessories,Ewallet,A - Yangon,931.035,44.335,7.3
2019-01-05 20:54:00,628-34-3388,C,Naypyitaw,Normal,Male,Fashion accessories,Credit card,C - Naypyitaw,172.49400000000003,8.214,7.9
2019-03-22 20:19:00,630-74-5166,A,Yangon,Normal,Male,Sports and travel,Cash,A - Yangon,391.41900000000004,18.639,7.4
2019-03-24 10:43:00,588-01-7461,C,Naypyitaw,Normal,Female,Food and beverages,Cash,C - Naypyitaw,321.111,15.290999999999999,4.2
2019-03-03 14:30:00,861-77-0145,C,Naypyitaw,Member,Male,Electronic accessories,Cash,C - Naypyitaw,860.685,40.985,9.2
2019-02-05 11:32:00,479-26-8945,B,Mandalay,Member,Female,Sports and travel,Ewallet,B - Mandalay,34.629,1.649,4.6
2019-02-05 10:41:00,210-67-5886,C,Naypyitaw,Member,Female,Health and beauty,Credit card,C - Naypyitaw,309.3615,14.7315,7.8
2019-02-15 12:44:00,227-78-1148,B,Mandalay,Normal,Female,Fashion accessories,Cash,B - Mandalay,535.374,25.494,8.4
2019-01-19 20:07:00,645-44-1170,A,Yangon,Member,Male,Home and lifestyle,Ewallet,A - Yangon,548.7615,26.1315,4.3
2019-02-01 20:31:00,237-01-6122,C,Naypyitaw,Member,Female,Home and lifestyle,Credit card,C - Naypyitaw,763.4655,36.3555,9.5
2019-03-02 13:01:00,225-98-1496,C,Naypyitaw,Normal,Female,Fashion accessories,Credit card,C - Naypyitaw,85.113,4.053,7.1
2019-03-05 12:29:00,291-32-1427,B,Mandalay,Member,Male,Fashion accessories,Ewallet,B - Mandalay,115.185,5.485,5.3
2019-01-16 15:26:00,659-65-8956,B,Mandalay,Member,Male,Fashion accessories,Ewallet,B - Mandalay,53.928000000000004,2.568,5.2
2019-02-02 20:48:00,642-32-2990,A,Yangon,Normal,Female,Food and beverages,Ewallet,A - Yangon,115.08,5.48,6.0
2019-01-20 20:38:00,378-24-2715,B,Mandalay,Normal,Male,Home and lifestyle,Ewallet,B - Mandalay,112.22399999999999,5.343999999999999,4.1
2019-02-14 17:03:00,638-60-7125,A,Yangon,Normal,Female,Electronic accessories,Credit card,A - Yangon,836.304,39.824,5.2
2019-01-12 12:02:00,659-36-1684,C,Naypyitaw,Member,Male,Sports and travel,Credit card,C - Naypyitaw,419.832,19.992,6.5
2019-03-09 17:26:00,219-22-9386,B,Mandalay,Member,Male,Sports and travel,Credit card,B - Mandalay,944.622,44.982,4.2
2019-03-13 19:52:00,336-78-2147,C,Naypyitaw,Member,Male,Home and lifestyle,Credit card,C - Naypyitaw,536.844,25.564,4.6
2019-03-09 14:57:00,268-27-6179,B,Mandalay,Member,Female,Fashion accessories,Ewallet,B - Mandalay,474.348,22.588,7.3
2019-03-10 18:44:00,668-90-8900,A,Yangon,Normal,Female,Home and lifestyle,Credit card,A - Yangon,688.6215,32.7915,4.5
2019-01-27 13:26:00,870-54-3162,A,Yangon,Normal,Female,Sports and travel,Cash,A - Yangon,169.3125,8.0625,9.0
2019-01-08 16:17:00,189-08-9157,C,Naypyitaw,Normal,Female,Fashion accessories,Credit card,C - Naypyitaw,299.8485,14.2785,5.9
2019-01-08 15:57:00,663-86-9076,C,Naypyitaw,Member,Female,Food and beverages,Ewallet,C - Naypyitaw,575.736,27.416,8.5
2019-02-08 11:15:00,549-84-7482,B,Mandalay,Normal,Female,Sports and travel,Ewallet,B - Mandalay,853.1460000000001,40.626,7.2
2019-01-25 13:18:00,191-10-6171,B,Mandalay,Normal,Female,Fashion accessories,Cash,B - Mandalay,291.207,13.867,7.5
2019-03-06 20:34:00,802-70-5316,A,Yangon,Member,Female,Sports and travel,Cash,A - Yangon,580.419,27.639,8.3
2019-02-10 18:36:00,695-51-0018,B,Mandalay,Normal,Female,Sports and travel,Cash,B - Mandalay,146.328,6.968,7.4
2019-02-17 14:40:00,590-83-4591,B,Mandalay,Member,Male,Electronic accessories,Credit card,B - Mandalay,550.935,26.235,8.8
2019-03-08 16:43:00,483-71-1164,C,Naypyitaw,Normal,Female,Health and beauty,Ewallet,C - Naypyitaw,512.19,24.39,5.3
2019-02-18 19:39:00,597-78-7908,C,Naypyitaw,Normal,Male,Fashion accessories,Cash,C - Naypyitaw,284.193,13.533,6.2
2019-01-18 20:59:00,700-81-1757,A,Yangon,Normal,Female,Electronic accessories,Credit card,A - Yangon,138.1275,6.5775,8.8
2019-02-18 15:39:00,354-39-5160,A,Yangon,Member,Female,Home and lifestyle,Cash,A - Yangon,216.84599999999998,10.325999999999999,9.8
2019-02-16 12:21:00,241-72-9525,B,Mandalay,Normal,Male,Sports and travel,Cash,B - Mandalay,545.055,25.955,8.2
2019-03-16 19:25:00,575-30-8091,A,Yangon,Normal,Male,Sports and travel,Ewallet,A - Yangon,609.0,29.0,9.2
2019-01-23 13:00:00,731-81-9469,C,Naypyitaw,Member,Female,Sports and travel,Credit card,C - Naypyitaw,942.9,44.9,5.4
2019-01-25 13:48:00,280-17-4359,C,Naypyitaw,Member,Male,Health and beauty,Cash,C - Naypyitaw,950.25,45.25,8.1
2019-02-05 19:57:00,338-65-2210,C,Naypyitaw,Member,Female,Health and beauty,Cash,C - Naypyitaw,720.3,34.3,9.1
2019-02-22 10:36:00,488-25-4221,C,Naypyitaw,Member,Female,Food and beverages,Credit card,C - Naypyitaw,31.9305,1.5205,8.4
2019-01-21 16:37:00,239-10-7476,A,Yangon,Normal,Female,Home and lifestyle,Ewallet,A - Yangon,491.085,23.385,8.0
2019-03-08 17:11:00,458-41-1477,C,Naypyitaw,Normal,Female,Health and beauty,Credit card,C - Naypyitaw,291.438,13.878,9.5
2019-02-10 12:28:00,685-64-1609,A,Yangon,Member,Female,Fashion accessories,Ewallet,A - Yangon,316.47,15.07,9.2
2019-03-19 12:46:00,568-90-5112,C,Naypyitaw,Normal,Male,Health and beauty,Credit card,C - Naypyitaw,277.788,13.228,5.6
2019-03-06 15:07:00,262-47-2794,B,Mandalay,Member,Male,Home and lifestyle,Credit card,B - Mandalay,603.624,28.744,6.2
2019-03-27 13:48:00,238-49-0436,A,Yangon,Normal,Male,Health and beauty,Credit card,A - Yangon,272.664,12.984000000000002,4.9
2019-03-23 19:20:00,608-96-3517,B,Mandalay,Member,Female,Fashion accessories,Credit card,B - Mandalay,384.468,18.308,4.8
2019-03-11 16:07:00,584-86-7256,C,Naypyitaw,Member,Male,Sports and travel,Credit card,C - Naypyitaw,254.016,12.095999999999998,7.3
2019-01-29 11:56:00,746-94-0204,A,Yangon,Normal,Male,Fashion accessories,Credit card,A - Yangon,786.618,37.458,7.4
2019-02-07 18:23:00,214-17-6927,C,Naypyitaw,Normal,Female,Food and beverages,Ewallet,C - Naypyitaw,103.824,4.944,9.9
2019-01-28 13:05:00,400-89-4171,C,Naypyitaw,Normal,Female,Sports and travel,Cash,C - Naypyitaw,680.148,32.388000000000005,9.3
2019-02-20 15:55:00,782-95-9291,A,Yangon,Member,Male,Food and beverages,Credit card,A - Yangon,484.5225,23.0725,9.0
2019-01-04 19:40:00,279-74-2924,B,Mandalay,Member,Male,Electronic accessories,Cash,B - Mandalay,75.7785,3.6085,6.1
2019-03-07 13:58:00,307-85-2293,B,Mandalay,Normal,Male,Home and lifestyle,Ewallet,B - Mandalay,263.97,12.57,9.7
2019-03-30 14:43:00,743-04-1105,B,Mandalay,Member,Male,Health and beauty,Ewallet,B - Mandalay,918.7289999999999,43.748999999999995,6.0
2019-03-27 19:18:00,423-57-2993,B,Mandalay,Normal,Male,Sports and travel,Ewallet,B - Mandalay,588.357,28.017,10.0
2019-01-19 19:39:00,894-41-5205,C,Naypyitaw,Normal,Female,Food and beverages,Credit card,C - Naypyitaw,362.712,17.272000000000002,8.3
2019-02-25 16:21:00,275-28-0149,A,Yangon,Normal,Male,Sports and travel,Cash,A - Yangon,66.8745,3.1845,6.0
2019-03-13 19:44:00,101-17-6199,A,Yangon,Normal,Male,Food and beverages,Credit card,A - Yangon,336.5565,16.0265,7.0
2019-01-30 19:42:00,423-80-0988,C,Naypyitaw,Normal,Male,Sports and travel,Ewallet,C - Naypyitaw,160.44,7.64,6.5
2019-02-20 15:24:00,548-46-9322,B,Mandalay,Normal,Male,Food and beverages,Credit card,B - Mandalay,418.95,19.95,5.9
2019-02-25 14:12:00,505-02-0892,B,Mandalay,Member,Male,Health and beauty,Ewallet,B - Mandalay,357.588,17.028,5.6
2019-01-16 13:32:00,234-65-2137,C,Naypyitaw,Normal,Male,Home and lifestyle,Cash,C - Naypyitaw,1003.59,47.79,4.8
2019-02-08 16:20:00,687-47-8271,A,Yangon,Normal,Male,Fashion accessories,Credit card,A - Yangon,1039.29,49.49,8.7
2019-01-19 16:31:00,796-32-9050,A,Yangon,Normal,Male,Food and beverages,Cash,A - Yangon,323.064,15.384,6.5
2019-02-01 15:10:00,105-31-1824,A,Yangon,Member,Male,Sports and travel,Credit card,A - Yangon,510.972,24.331999999999997,8.5
2019-01-03 11:36:00,249-42-3782,A,Yangon,Normal,Male,Health and beauty,Ewallet,A - Yangon,367.5525,17.5025,5.5
2019-01-26 12:45:00,316-55-4634,B,Mandalay,Member,Male,Food and beverages,Credit card,B - Mandalay,420.2625,20.0125,9.4
2019-03-03 19:17:00,733-33-4967,C,Naypyitaw,Normal,Male,Electronic accessories,Cash,C - Naypyitaw,175.14,8.34,6.3
2019-01-19 17:34:00,608-27-6295,B,Mandalay,Member,Male,Electronic accessories,Credit card,B - Mandalay,333.207,15.867,9.8
2019-01-18 12:04:00,414-12-7047,B,Mandalay,Normal,Male,Food and beverages,Ewallet,B - Mandalay,166.236,7.916,8.7
2019-03-21 16:21:00,827-26-2100,A,Yangon,Member,Male,Home and lifestyle,Ewallet,A - Yangon,319.788,15.228,8.8
2019-03-03 17:01:00,175-54-2529,A,Yangon,Member,Male,Food and beverages,Credit card,A - Yangon,186.22799999999998,8.868,9.6
2019-02-13 10:50:00,139-52-2867,C,Naypyitaw,Normal,Female,Fashion accessories,Credit card,C - Naypyitaw,165.4485,7.8785,4.8
2019-03-23 19:16:00,407-63-8975,A,Yangon,Normal,Male,Food and beverages,Ewallet,A - Yangon,465.444,22.164,4.4
2019-01-28 16:47:00,342-65-4817,C,Naypyitaw,Member,Male,Health and beauty,Ewallet,C - Naypyitaw,273.42,13.02,9.9
2019-02-09 10:00:00,130-98-8941,C,Naypyitaw,Normal,Male,Fashion accessories,Cash,C - Naypyitaw,472.311,22.491,5.7
2019-01-23 11:51:00,434-83-9547,C,Naypyitaw,Member,Male,Food and beverages,Cash,C - Naypyitaw,323.14799999999997,15.388,7.7
2019-03-23 10:55:00,851-28-6367,A,Yangon,Member,Male,Sports and travel,Ewallet,A - Yangon,162.75,7.75,8.0
2019-01-25 15:00:00,824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty,Ewallet,C - Naypyitaw,288.204,13.724,5.7
2019-03-04 11:19:00,586-25-0848,A,Yangon,Normal,Female,Sports and travel,Credit card,A - Yangon,90.699,4.319,6.7
2019-03-05 19:46:00,895-66-0685,B,Mandalay,Member,Male,Food and beverages,Ewallet,B - Mandalay,56.952,2.7119999999999997,8.0
2019-03-03 19:00:00,305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,Ewallet,B - Mandalay,793.716,37.796,7.5
2019-02-08 10:53:00,732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,Cash,B - Mandalay,195.174,9.294,7.0
2019-02-10 12:50:00,400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,Ewallet,A - Yangon,77.7735,3.7035,9.9
2019-01-28 20:50:00,593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,Credit card,C - Naypyitaw,293.202,13.962,5.9
2019-02-11 10:39:00,284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,Credit card,B - Mandalay,242.676,11.556,7.2
2019-01-15 13:41:00,437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,Ewallet,B - Mandalay,154.392,7.352,4.6
2019-03-16 19:08:00,286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,Cash,C - Naypyitaw,829.71,39.51,9.2
2019-01-26 20:23:00,641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,Ewallet,B - Mandalay,107.31,5.11,5.7
2019-03-19 11:30:00,831-07-6050,A,Yangon,Normal,Male,Electronic accessories,Credit card,A - Yangon,171.7275,8.1775,9.9
2019-01-13 19:30:00,556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,Cash,C - Naypyitaw,78.0045,3.7145,5.0
2019-03-26 18:03:00,848-24-9445,C,Naypyitaw,Member,Male,Health and beauty,Cash,C - Naypyitaw,91.77,4.37,4.9
2019-03-23 10:13:00,856-22-8149,A,Yangon,Normal,Female,Home and lifestyle,Ewallet,A - Yangon,26.5545,1.2645,6.1
2019-03-12 19:58:00,699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,Credit card,C - Naypyitaw,174.3,8.3,8.2
